0139,広,0139_1.jpg,0139_2.jpg,广,5,常用漢字,2年,N4,9級,なし,コウ,kou,,,,,,,,,ひろ・い,hiro-i,ひろ・まる（～が）,hiro-maru(～ga),ひろ・める（～を）,hiro-meru(～wo),ひろ・がる（～が）,hiro-garu(～ga),ひろ・げる（～を）,hiro-geru(～wo),,,,,,,,,,,ひろい。ひろさ。ひろく～する。<ruby><rt>旧字</rt><rb>きゅうじ</rb></ruby>は「廣」。,広がる,ひろがる,hirogaru,"expand, extend",インターネットウィルスの被害ひがいが世界中せかいじゅうに広ひろがった。,広げる,ひろげる,hirogeru,"let out, spread",鳥とりが羽はねを広ひろげる。,広告（する）,こうこく（する）,koukoku(suru),advertisement,新聞しんぶんの求人きゅうじん広告こうこくを見みる。,広場,ひろば,広報,こうほう,広い・広さ,ひろい・ひろさ,広まる・広める,ひろまる・ひろめる,背広,せびろ
0140,村,0140_1.jpg,0140_2.jpg,木,7,常用漢字,1年,N4,10級,なし,ソン,son,,,,,,,,,むら,mura,,,,,,,,,,,,,,,,,,,<ruby><rt>地方公共団体</rt><rb>ちほうこうきょうだんたい</rb></ruby>の<ruby><rt>一</rt><rb>ひと</rb></ruby>つ。<ruby><rt>町</rt><rb>まち</rb></ruby>より<ruby><rt>小</rt><rb>ちい</rb></ruby>さいもの。,村,むら,mura,village,この村むらは人口じんこう100人ひゃくにんの自然しぜん豊ゆたかな美うつくしい村むらです。,農村,のうそん,nouson,farm village,農村のうそんは過疎化かそかが進すすみ、深刻しんこくな状況じょうきょうです。,村長,そんちょう,sonchou,village headman,村長そんちょうは村むらの活性化かっせいかに力ちからを入いれている。,村民,そんみん,村人,むらびと,山村,さんそん,漁村,ぎょそん,村役場,むらやくば
0141,町,0141_1.jpg,0141_2.jpg,田,7,常用漢字,1年,N4,10級,なし,チョウ,chou,,,,,,,,,まち,machi,,,,,,,,,,,,,,,,,,,<ruby><rt>地方公共団体</rt><rb>ちほうこうきょうだんたい</rb></ruby>の<ruby><rt>一</rt><rb>ひと</rb></ruby>つ。<ruby><rt>都市</rt><rb>とし</rb></ruby>の<ruby><rt>小</rt><rb>ちい</rb></ruby>さく<ruby><rt>分</rt><rb>わ</rb></ruby>けた<ruby><rt>地域</rt><rb>ちいき</rb></ruby>。,町・～町,まち・～まち・～ちょう,machi・～machi・～chou,"town, street",私わたしは中田なかた町ちょうという町まちの3丁目さんちょうめに住すんでいます。,町内,ちょうない,chounai,neighborhood,町内ちょうない会かいの夏祭なつまつり盆踊ぼんおどり大会たいかいが行おこなわれた。,下町,したまち,shitamachi,old downtown,浅草あさくさは有名ゆうめいな下町したまちで、江戸えどの情緒じょうちょが残のこっている。,町長,ちょうちょう,町民,ちょうみん,町工場,まちこうば,町中,まちなか・まちじゅう,町名,ちょうめい
0142,受,0142_1.jpg,0142_2.jpg,又,8,常用漢字,3年,N2N3,8級,なし,ジュ,ju,,,,,,,,,う・かる（～が・～に）,u-karu(～ga・～ni),う・ける（～を）,u-keru(～wo),,,,,,,,,,,,,,,,,うけとる。もらう。<ruby><rt>参加</rt><rb>さんか</rb></ruby>する。,受ける,うける,ukeru,"get, take, obtain",7月しちがつに期末きまつテストを受うける。,受験（する）,じゅけん（する）,juken(suru),take an examination,三みっつの大学だいがくを受験じゅけんして2校にこう合格ごうかくし、1校いっこうは不合格ふごうかくだった。,受け入れる,うけいれる,ukeireru,"accept, receive",大学だいがくでは、正規せいきの学生がくせい以外いがいに聴講生ちょうこうせいも受うけ入いれている。,受け付ける・受付,うけつける・うけつけ,引き受ける,ひきうける,受け止める,うけとめる,受賞（する）,じゅしょう（する）,受信（する）,じゅしん（する）
0143,強,0143_1.jpg,0143_2.jpg,弓,11,常用漢字,2年,N4,9級,なし,キョウ,kyou,ゴウ,gou,,,,,,,つよ・い,tsuyo-i,つよ・まる（～が）,tsuyo-maru(～ga),つよ・める（～を）,tsuyo-meru(～wo),し・いる（～を）,shi-iru(～wo),,,,,,,,,,,,,つよい。むりやりにする。しいる。かたい。～より<ruby><rt>多</rt><rb>おお</rb></ruby>い。,強いる,しいる,shiiru,"force, compel",嫌いやがる子供こどもに勉強べんきょうを強しいるのは逆効果ぎゃくこうかだ。,強調（する）,きょうちょう（する）,kyouchou(suru),"emphasis, stress",大臣だいじんは改革かいかくの必要性ひつようせいを強調きょうちょうした。,強まる,つよまる,tsuyomaru,grow strong,景気けいき回復かいふくを求もとめる声こえが強つよまってきた。,強い,つよい,勉強（する）,べんきょう（する）,強制（する）,きょうせい（する）,強さ,つよさ,強める,つよめる
0144,原,0144_1.jpg,0144_2.jpg,厂,10,常用漢字,2年,N2N3,9級,なし,ゲン,gen,,,,,,,,,はら,hara,,,,,,,,,,,,,,,,,,,はじめの。もともとの。もとになるだいじなもの。のはら。,原因,げんいん,gen'in,"cause, origin, source",事故じこ原因げんいん調査ちょうさ委員会いいんかいが、調査ちょうさの結果けっかを報告ほうこくした。,原則的（な）,げんそくてき（な）,gensokuteki(na),general,当病院とうびょういんは原則的げんそくてきには予約制よやくせいです。,原料,げんりょう,genryou,raw materials,パンの原料げんりょうは小麦こむぎです。,原子爆弾・原爆,げんしばくだん・げんばく,原点,げんてん,原作,げんさく,原文,げんぶん,原・原っぱ,はら・はらっぱ
0145,世,0145_1.jpg,0145_2.jpg,一,5,常用漢字,3年,N4,8級,なし,セ,se,セイ,sei,,,,,,,よ,yo,,,,,,,,,,,,,,,,,,,よのなか。<ruby><rt>人</rt><rb>ひと</rb></ruby>の<ruby><rt>一生</rt><rb>いっしょう</rb></ruby>。<ruby><rt>時代</rt><rb>じだい</rb></ruby>。,世界（的な）,せかい（てきな）,sekai(tekina),"world, globe",世界せかいで一番いちばん高たかい山やまは中国ちゅうごくとネパールの国境こっきょうにある。,世間,せけん,seken,"world, society",世間せけんの目めが気きになる。/世間せけん体ていを気きにする。,この世,このよ,konoyo,"this world, life",「この世よの果はて」とは一体いったいどこだろう。,世紀,せいき,世帯,せたい,出世（する）,しゅっせ（する）,世論,せろん・よろん,あの世,あのよ
0146,成,0146_1.jpg,0146_2.jpg,戈,6,常用漢字,4年,N2N3,7級,なし,セイ,sei,ジョウ,jou,,,,,,,な・る（～が・～に）,na-ru(～ga・～ni),な・す（～を）,na-su(～wo),,,,,,,,,,,,,,,,,なる。つくりあげる。そだつ。,成功（する）,せいこう（する）,seikou(suru),"success, succeed",減量げんりょうに成功せいこうした理由りゆうは、朝食ちょうしょくを食たべるようにしたことです。,賛成（する）,さんせい（する）,sansei(suru),"approval, agreement",私わたしはA案エーあんには賛成さんせいですが、B案ビーあんには反対はんたいです。,完成（する）,かんせい（する）,kansei(suru),completion,新校舎しんこうしゃが完成かんせいした。,達成（する）,たっせい（する）,構成（する）,こうせい（する）,成果,せいか,成人（する）,せいじん（する）,成分,せいぶん
0147,組,0147_1.jpg,0147_2.jpg,糸,11,常用漢字,2年,N2N3,9級,なし,ソ,so,,,,,,,,,く・む（～を）,ku-mu(～wo),くみ,kumi,,,,,,,,,,,,,,,,,くみ<ruby><rt>合</rt><rb>あ</rb></ruby>わせる。くみ<ruby><rt>立</rt><rb>た</rb></ruby>てる。くみ。,組織（する）,そしき（する）,soshiki(suru),"organization, form",労働者ろうどうしゃが使用者しようしゃとの交渉こうしょうのために組織そしきした団体だんたいが労働組合ろうどうくみあいだ。,仕組み,しくみ,shikumi,structure,日本にほんの流通りゅうつうの仕組しくみを調しらべる。,組み合わせ（る）,くみあわせ（る）,kumiawase(ru),"combination, matching",食事しょくじのバランスを考かんがえて、色々いろいろな食品しょくひんを組くみ合あわせて食たべる。,番組,ばんぐみ,組合・労働組合,くみあい・ろうどうくみあい,組・～組,くみ・～くみ・～ぐみ,組む,くむ,組み立てる・組み立て,くみたてる・くみたて
0148,有,0148_1.jpg,0148_2.jpg,月,6,常用漢字,3年,N4,8級,なし,ユウ,yuu,ユウ・する/す（～を）,yuu-suru/su(～wo),ウ,u,,,,,あ・る（～が）,a-ru(～ga),,,,,,,,,,,,,,,,,,,ある。もっている。その<ruby><rt>上</rt><rb>うえ</rb></ruby>にくわえて。,有効（な）,ゆうこう（な）,yuukou(na),"effective, valid",限かぎりある地球ちきゅうの資源しげんを有効ゆうこうに利用りようする。,有利（な）,ゆうり（な）,yuuri(na),profitable,何なにか資格しかくを持もっていると就職しゅうしょくに有利ゆうりだ。,所有（する）,しょゆう（する）,shoyuu(suru),possession,子供こどもは親おやの所有しょゆう物ぶつではない。,有力（な）,ゆうりょく（な）,有罪,ゆうざい,有無,うむ,有名（な）,ゆうめい（な）,有料,ゆうりょう
0149,点,0149_1.jpg,0149_2.jpg,灬（火）,9,常用漢字,2年,N2N3,9級,なし,テン,ten,テン・じる/ずる（～を）,ten-jiru/zuru(～wo),,,,,,,つ・ける（～を）,tsu-keru(～wo),,,,,,,,,,,,,,,,,,,てん。<ruby><rt>点数</rt><rb>てんすう</rb></ruby>。<ruby><rt>一</rt><rb>ひと</rb></ruby>つ<ruby><rt>一</rt><rb>ひと</rb></ruby>つ。ある<ruby><rt>時</rt><rb>とき</rb></ruby>や<ruby><rt>所</rt><rb>ところ</rb></ruby>。ポイント。<ruby><rt>中心</rt><rb>ちゅうしん</rb></ruby>の<ruby><rt>部分</rt><rb>ぶぶん</rb></ruby>。,～点,～てん,～ten,"grade of ～N, score of ～N,～Npoint(s)",テストで100ひゃく点てんを取とった。,視点,してん,shiten,point of view,多様性たようせいを尊重そんちょうする視点してんが大切たいせつだ。,点検（する）,てんけん（する）,tenken(suru),inspection,電気でんきの検査員けんさいんの人ひとが家いえの電気設備でんきせつびの点検てんけんに来きた。,得点（する）,とくてん（する）,地点,ちてん,出発点,しゅっぱつてん,点数,てんすう,原点,げんてん
0150,空,0150_1.jpg,0150_2.jpg,穴,8,常用漢字,1年,N5,10級,なし,クウ,kuu,,,,,,,,,そら,sora,あ・く（～が）,a-ku(～ga),あ・ける（～を）,a-keru(～wo),から,kara,むな・しい,muna-shii,,,,,,,,,,,そら。<ruby><rt>空気</rt><rb>くうき</rb></ruby>。から。なにもない。むだ。<ruby><rt>実体</rt><rb>じったい</rb></ruby>がない。,空気,くうき,kuuki,air,山やまの空気くうきはとても澄すんでいる。,空,そら・から,sora・kara,"sky, empty",青あおい空そらに白しろい雲くもが浮うかんでいる。/箱はこの中なかは空からだ。,空間,くうかん,kuukan,"space, place",一般的いっぱんてきな意味いみでの空間くうかんは縦たて・横よこ・高たかさの3次元さんじげんで表あらわされる。,空中,くうちゅう,航空機,こうくうき,空席,くうせき,空き,あき,空白（な）,くうはく（な）
0151,使,0151_1.jpg,0151_2.jpg,亻（人）,8,常用漢字,3年,N4,8級,なし,シ,shi,,,,,,,,,つか・う（～を）,tsuka-u(～wo),,,,,,,,,,,,,,,,,,,つかう。つかいの<ruby><rt>人</rt><rb>ひと</rb></ruby>。～させる。,使う,つかう,tsukau,use,時間じかんを使つかうな、頭あたまを使つかえ。,使える,つかえる,tsukaeru,"be usable, be useful",この資料しりょうは使つかえる。保存ほぞんしておいて後あとで使つかおう。,使命,しめい,shimei,mission,わが大学だいがくの使命しめいは真理しんりの探究たんきゅうと社会しゃかい貢献こうけんである。,大使,たいし,使用料,しようりょう,使用者,しようしゃ,天使,てんし,使役（形）,しえき（けい）
0152,記,0152_1.jpg,0152_2.jpg,言,10,常用漢字,2年,N2N3,9級,なし,キ,ki,キ・する/す（～を・～に）,ki-suru/su(～wo・～ni),,,,,,,しる・す（～を）,shiru-su(～wo),,,,,,,,,,,,,,,,,,,<ruby><rt>書</rt><rb>か</rb></ruby>きとめる。<ruby><rt>書</rt><rb>か</rb></ruby>いたもの。<ruby><rt>記号</rt><rb>きごう</rb></ruby>。おぼえる。,記録（する）,きろく（する）,kiroku(suru),"record, document",A選手エーせんしゅは次々つぎつぎと世界せかい新しん記録きろくを更新こうしんしていった。,記念（する）,きねん（する）,kinen(suru),commemoration,卒業そつぎょうを記念きねんしてアルバムを贈おくった。,記入（する）,きにゅう（する）,kinyuu(suru),"fill in, write",入学にゅうがく願書がんしょに必要事項ひつようじこうを記入きにゅうする。,記憶（する）,きおく（する）,記者,きしゃ,記事,きじ,日記,にっき,書記,しょき
0153,交,0153_1.jpg,0153_2.jpg,亠,6,常用漢字,2年,N2N3,9級,なし,コウ,kou,,,,,,,,,まじ・わる（～が）,maji-waru(～ga),まじ・える（～を）,maji-eru(～wo),ま・じる（～が）,ma-jiru(～ga),ま・ざる（～が）,ma-zaru(～ga),ま・ぜる（～を）,ma-zeru(～wo),か・う（～が）,ka-u(～ga),か・わす（～を）,ka-wasu(～wo),,,,,,,まじわる。つきあう。たがいにいりくむ。わたす。まじわるところ。,交換（する）,こうかん（する）,koukan(suru),exchange,野党やとう党首とうしゅが集あつまり、今後こんごの政局せいきょくについて意見いけん交換こうかんした。,交通,こうつう,koutsuu,traffic,台風たいふう10号じゅうごうで交通こうつう機関きかんが乱みだれた。,交わす,かわす,kawasu,"exchange, engage",A選手エーせんしゅは球団きゅうだんと2年間にねんかんの契約けいやくを交かわした。,交える・交わる,まじえる・まじわる,交流（する）,こうりゅう（する）,交代［交替］（する）,こうたい［こうたい］（する）,交際（する）,こうさい（する）,交差（する）・交差点,こうさ（する）・こうさてん
0154,教,0154_1.jpg,0154_2.jpg,攵（攴）,11,常用漢字,2年,N4,9級,なし,キョウ,kyou,,,,,,,,,おし・える（～を）,oshi-eru(～wo),おそ・わる（～を）,oso-waru(～wo),,,,,,,,,,,,,,,,,おしえる。<ruby><rt>神</rt><rb>かみ</rb></ruby>や<ruby><rt>仏</rt><rb>ほとけ</rb></ruby>の<ruby><rt>教</rt><rb>おし</rb></ruby>え。,教授（する）,きょうじゅ（する）,kyouju(suru),"professor, teaching",Aエー教授きょうじゅの講義こうぎは、3号館さんごうかん202にゼロに教室きょうしつで行おこないます。,教育（する）,きょういく（する）,kyouiku(suru),education,人々ひとびとは能力のうりょくに応おうじた教育きょういくを受うける機会きかいを与あたえられている。,教師,きょうし,kyoushi,teacher,法律ほうりつによれば、学校がっこうの教師きょうしは全体ぜんたいの奉仕者ほうししゃである。,教える,おしえる,宗教,しゅうきょう,教室,きょうしつ,教科書,きょうかしょ,教会,きょうかい
0155,光,0155_1.jpg,0155_2.jpg,儿,6,常用漢字,2年,N4,9級,なし,コウ,kou,,,,,,,,,ひか・る（～が）,hika-ru(～ga),ひかり,hikari,,,,,,,,,,,,,,,,,ひかる。ひかり。<ruby><rt>景色</rt><rb>けしき</rb></ruby>。<ruby><rt>名誉</rt><rb>めいよ</rb></ruby>。とき。,観光（する）,かんこう（する）,kankou(suru),sightseeing,5年前ごねんまえ、観光かんこうで初はじめて日本にほんに来きた。,光景,こうけい,koukei,"sight, scene",事故じこを目撃もくげきした。そのときの光景こうけいが忘わすれられない。,光線,こうせん,kousen,"ray of light, beam of light",レーザー光線こうせんでガン細胞さいぼうを焼やききる。,光・光る,ひかり・ひかる,栄光,えいこう,光栄（な）,こうえい（な）,日光,にっこう,光合成,こうごうせい
0156,島,0156_1.jpg,0156_2.jpg,山,10,常用漢字,3年,N2N3,8級,なし,トウ,tou,,,,,,,,,しま,shima,,,,,,,,,,,,,,,,,,,しま。<ruby><rt>水</rt><rb>みず</rb></ruby>にかこまれた<ruby><rt>陸地</rt><rb>りくち</rb></ruby>。,島,しま,shima,island,沖縄おきなわには青あおい海うみと白しろい砂浜すなはまの美うつくしい島しまがたくさんある。,列島,れっとう,rettou,chain of islands,日本にほん列島れっとうは北海道ほっかいどう、本州ほんしゅう、四国しこく、九州きゅうしゅう他ほか多おおくの島々しまじまから成なっている。,島国,しまぐに,shimaguni,island country,日本にほんは海うみに囲かこまれた島国しまぐにだ。,半島,はんとう,諸島,しょとう,離れ島,はなれじま,離島,りとう,島々,しまじま
0157,付,0157_1.jpg,0157_2.jpg,亻（人）,5,常用漢字,4年,N2N3,7級,なし,フ,hu,フ・する/す（～を）,hu-suru/su(～wo),,,,,,,つ・ける（～を）,tsu-keru(～wo),つ・く（～が）,tsu-ku(～ga),,,,,,,,,,,,,,,,,つける。つく。あたえる。,寄付（する）,きふ（する）,kihu(suru),"donation, contribution",山川やまかわさんは教会きょうかいに多額たがくの寄付きふをした。,付ける,つける,tsukeru,"attach, join, append",お菓子かしにおまけを付つけて売うっている。,日付,ひづけ,hiduke,date,書類しょるいの右肩みぎかたにかならず日付ひづけを入いれてください。,付属［附属］（する）,ふぞく［ふぞく］（する）,付く,つく,気付く,きづく,付き合い・付き合う,つきあい・つきあう,受付・受け付ける,うけつけ・うけつける
0158,性,0158_1.jpg,0158_2.jpg,忄（心）,8,常用漢字,5年,N2N3,6級,なし,セイ,sei,ショウ,shou,,,,,,,,,,,,,,,,,,,,,,,,,,,<ruby><rt>生</rt><rb>う</rb></ruby>まれつきの<ruby><rt>心</rt><rb>こころ</rb></ruby>。ものごとの<ruby><rt>性質</rt><rb>せいしつ</rb></ruby>。<ruby><rt>男女</rt><rb>だんじょ</rb></ruby>の<ruby><rt>別</rt><rb>べつ</rb></ruby>。,可能性,かのうせい,kanousei,possibility,コンピューターから個人情報こじんじょうほうが漏もれる可能性かのうせいがある。,性格,せいかく,seikaku,"character, personality",人ひとの性格せいかくは十人十色じゅうにんといろだ。,個性,こせい,kosei,individuality,個性こせいを生いかす教育きょういくが望のぞまれている。,安全性,あんぜんせい,重要性,じゅうようせい,危険性,きけんせい,性質,せいしつ,性別,せいべつ
0159,近,0159_1.jpg,0159_2.jpg,辶（⾡）,7,常用漢字,2年,N4,9級,なし,キン,kin,,,,,,,,,ちか・い,chika-i,,,,,,,,,,,,,,,,,,,<ruby><rt>距離</rt><rb>きょり</rb></ruby>や<ruby><rt>関係</rt><rb>かんけい</rb></ruby>がちかい。ちかごろ。ちかづく。,近く,ちかく,chikaku,"near, nearby, toward",この近ちかくに食事しょくじをする所ところはありますか。,近い,ちかい,chikai,"near, immediate",空港くうこうや駅えきに近ちかいホテルを選えらぶ。,付近［附近］,ふきん［ふきん］,hukin,vicinity,この付近ふきん一帯いったいは、かつて野鳥やちょうの多おおく見みられる地域ちいきだった。,接近（する）,せっきん（する）,近代,きんだい,側近,そっきん,近付ける・近付く,ちかづける・ちかづく,身近（な）,みぢか（な）
0160,直,0160_1.jpg,0160_2.jpg,目,8,常用漢字,2年,N2N3,9級,なし,チョク,choku,ジキ,jiki,,,,,,,ただ・ちに,tada-chini,なお・す（～を）,nao-su(～wo),なお・る（～が）,nao-ru(～ga),じか（に）,jika(ni),す・ぐ,su-gu,,,,,,,,,,,まっすぐ。まじめ。じかに。すぐに。なおす。<ruby><rt>当番</rt><rb>とうばん</rb></ruby>。,直後,ちょくご,chokugo,immediately after,電子でんしメールは出だした直後ちょくごに相手あいてのところに着つく。,直接,ちょくせつ,chokusetsu,"direct, directly",電話でんわや手紙てがみより直接ちょくせつ会あって話はなす方ほうが心こころが伝つたわる。,直（に）,じか（に）,jika(ni),directly,畳たたみには直じかに座すわるが、フローリングの床ゆかには直じかには座すわらない。,直す・直る,なおす・なおる,直ちに,ただちに,直面（する）,ちょくめん（する）,手直し（する）,てなおし（する）,直線,ちょくせん
0161,決,0161_1.jpg,0161_2.jpg,氵（水）,7,常用漢字,3年,N2N3,8級,なし,ケツ,ketsu,ケッ・する/す（～を）,kes-suru/su(～wo),,,,,,,き・める（～を）,ki-meru(～wo),き・まる（～が）,ki-maru(～ga),,,,,,,,,,,,,,,,,きめる。<ruby><rt>思</rt><rb>おも</rb></ruby>いきってする。こわれる。やぶれる。,決める,きめる,kimeru,decide,自分じぶんのことは自分じぶんで決きめる。,解決（する）,かいけつ（する）,kaiketsu(suru),"solution, resolution",問題もんだいの早期そうき解決かいけつを図はかる。,決まる,きまる,kimaru,be decided,選挙せんきょで町長ちょうちょうが決きまりました。,決着（する）,けっちゃく（する）,決意（する）,けつい（する）,対決（する）,たいけつ（する）,決断（する）,けつだん（する）,決して（～ない）,けっして（～ない）
0162,約,0162_1.jpg,0162_2.jpg,糸,9,常用漢字,4年,N2N3,7級,なし,ヤク,yaku,ヤク・する/す（～を）,yaku-suru/su(～wo),,,,,,,,,,,,,,,,,,,,,,,,,,,とりきめる。ちぢめる。だいたい。,約～,やく～,yaku～,"approximately, about",首都圏しゅとけんの人口じんこうは約やく3千万人さんぜんまんにんで総人口そうじんこうの24にじゅうよんパーセント（%）を占しめている。,約束（する）,やくそく（する）,yakusoku(suru),"appointment, promise, rule",約束やくそくを守まもらない人ひとは信用しんようしてもらえない。,要約（する）,ようやく（する）,youyaku(suru),"summary, summarize",次つぎの文章ぶんしょうの内容ないようを200字にひゃくじ以上いじょう300字さんびゃくじ以内いないで要約ようやくしなさい。,予約（する）,よやく（する）,条約,じょうやく,節約（する）,せつやく（する）,公約（する）,こうやく（する）,解約（する）,かいやく（する）
0163,神,0163_1.jpg,0163_2.jpg,礻（示）,9,常用漢字,3年,N2N3,8級,なし,シン,shin,ジン,jin,,,,,,,かみ,kami,かん,kan,こう,kou,,,,,,,,,,,,,,,かみさま。ふしぎな<ruby><rt>力</rt><rb>ちから</rb></ruby>。<ruby><rt>心</rt><rb>こころ</rb></ruby>のはたらき。,精神,せいしん,seishin,"spirit, mind",逆境ぎゃっきょうに耐たえる精神せいしん力りょくを持もつ。,神経,しんけい,shinkei,nerves,神経しんけい細胞さいぼうはシナプスを通つうじて信号しんごうを伝達でんたつする。,神（様）,かみ（さま）,kami(sama),god,成功せいこうを神かみに祈いのる。,神経質（な）,しんけいしつ（な）,神秘（的な）,しんぴ（てきな）,精神的（な）,せいしんてき（な）,神話,しんわ,阪神〈大阪、神戸〉,はんしん〈おおさか、こうべ〉
0164,員,0164_1.jpg,0164_2.jpg,口,10,常用漢字,3年,N4,8級,なし,イン,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ある<ruby><rt>仕事</rt><rb>しごと</rb></ruby>や<ruby><rt>役目</rt><rb>やくめ</rb></ruby>をする<ruby><rt>人</rt><rb>ひと</rb></ruby>。<ruby><rt>人</rt><rb>ひと</rb></ruby>やもののかず。はば。,職員,しょくいん,shokuin,"staff, personnel",先生方せんせいがたは今いま、職員しょくいん室しつで職員しょくいん会議かいぎをしています。,役員,やくいん,yakuin,"official, executive",株式会社かぶしきがいしゃの場合ばあい、役員やくいんとは取締役とりしまりやくと監査役かんさやくのことです。,定員,ていいん,teiin,fixed number,20人乗にじゅうにんのりのバスに40人よんじゅうにんも乗のっている。ひどい定員ていいんオーバーだ。,委員会,いいんかい,教員,きょういん,店員,てんいん,満員,まんいん,人員,じんいん
0165,指,0165_1.jpg,0165_2.jpg,扌（手）,9,常用漢字,3年,N2N3,8級,なし,シ,shi,,,,,,,,,ゆび,yubi,さ・す（～を）,sa-su(～wo),,,,,,,,,,,,,,,,,<ruby><rt>手足</rt><rb>てあし</rb></ruby>のゆび。ゆびでさししめす。,指導（する）,しどう（する）,shidou(suru),"guidance, leading",指導しどう教授きょうじゅの指導しどうのもとに卒業そつぎょう論文ろんぶんの作成さくせいに取とり組くむ。,指示（する）,しじ（する）,shiji(suru),"instruct, direct",部長ぶちょうは部下ぶかに今月こんげつの営業えいぎょう成績せいせきを報告ほうこくするように指示しじした。,指,ゆび,yubi,finger,指ゆびの名前なまえは、親おや指ゆび、人差ひとさし指ゆび、中なか指ゆび、薬くすり指ゆび、小こ指ゆびである。,指名手配（する）,しめいてはい（する）,指差す,ゆびさす,指す,さす,指令（する）,しれい（する）,指数,しすう
0166,美,0166_1.jpg,0166_2.jpg,羊,9,常用漢字,3年,N2N3,8級,なし,ビ,bi,ミ,mi,,,,,,,うつく・しい,utsuku-shii,,,,,,,,,,,,,,,,,,,うつくしい。りっぱだ。ほめる。,美術,びじゅつ,bijutsu,"fine art, art",古代こだいギリシャ美術びじゅつの展覧会てんらんかいが美術びじゅつ館かんで開ひらかれている。,美しい,うつくしい,utsukushii,beautiful,海うみ、山やま、川かわ、美うつくしい自然しぜんを大切たいせつにしましょう。,美,び,bi,beauty,日本にほんの織物おりものの美びをご鑑賞かんしょうください。,美術館,びじゅつかん,美人,びじん,美女,びじょ,美容,びよう,美化（する）,びか（する）
0167,重,0167_1.jpg,0167_2.jpg,里,9,常用漢字,3年,N4,8級,なし,ジュウ,juu,チョウ,chou,,,,,,,おも・い,omo-i,かさ・ねる（～を）,kasa-neru(～wo),かさ・なる（～が）,kasa-naru(～ga),え,e,,,,,,,,,,,,,おもい。たいせつにする。おもおもしい。ひどい。かさなる。,重い,おもい,omoi,heavy,委員長いいんちょうになるのは、私わたしには責任せきにんが重おもすぎます。,重なる,かさなる,kasanaru,"be piled up, overlap",友人ゆうじんの結婚式けっこんしきと試験しけんの予定よていが重かさなってしまった。,重視（する）,じゅうし（する）,juushi(suru),attach importance to,学歴がくれきよりも実力じつりょくを重視じゅうしする会社かいしゃが増ふえてきた。,重ねる,かさねる,重さ・重み,おもさ・おもみ,重点,じゅうてん,体重,たいじゅう,重力,じゅうりょく
0168,多,0168_1.jpg,0168_2.jpg,夕,6,常用漢字,2年,N5,9級,なし,タ,ta,,,,,,,,,おお・い,oo-i,,,,,,,,,,,,,,,,,,,たくさんあること。おおい。おおくする。,多い,おおい,ooi,"many, much",お正月しょうがつに田舎いなかに帰かえる人ひとが多おおい。,多く（の）,おおく（の）,ooku(no),"many, much",多おおくの人々ひとびとが新年しんねんを故郷ふるさとでむかえる。,多少,たしょう,tashou,"a little, more or less",この商品しょうひんは手作てづくりですので、色いろや形かたちに多少たしょうちがいがあります。,大多数,だいたすう,多発（する）,たはつ（する）,多さ,おおさ,多数決,たすうけつ,多様（な）,たよう（な）
0169,向,0169_1.jpg,0169_2.jpg,口,6,常用漢字,3年,N2N3,8級,なし,コウ,kou,,,,,,,,,む・く（～が・～を）,mu-ku(～ga・～wo),む・ける（～を）,mu-keru(～wo),む・かう（～が）,mu-kau(～ga),む・こう,mu-kou,,,,,,,,,,,,,ある<ruby><rt>方向</rt><rb>ほうこう</rb></ruby>をむいてすすむ。むき。ある<ruby><rt>方向</rt><rb>ほうこう</rb></ruby>やかたむき。,向かう,むかう,mukau,"face, go to",目標もくひょうに向むかって前向まえむきにチャレンジする。,向ける,むける,mukeru,turn ～ to,物語ものがたりの歴史的れきしてき背景はいけいに目めを向むけてみる。,動向,どうこう,doukou,"tendency, trend",株価かぶかは景気けいきの動向どうこうを反映はんえいする。,向上（する）,こうじょう（する）,向く・向こう・向かい・向い,むく・むこう・むかい・むかい,向き・～向け,むき・～むけ,意向,いこう,前向き⇔後ろ向き,まえむき⇔うしろむき
0170,信,0170_1.jpg,0170_2.jpg,亻（人）,9,常用漢字,4年,N2N3,7級,なし,シン,shin,シン・じる/ずる（～を）,shin-jiru/zuru(～wo),,,,,,,,,,,,,,,,,,,,,,,,,,,ほんとうだと<ruby><rt>思</rt><rb>おも</rb></ruby>う。しんじる。うそがない。しらせ。たより。<ruby><rt>手紙</rt><rb>てがみ</rb></ruby>。,通信（する）,つうしん（する）,tsuushin(suru),communication,情報じょうほう通信つうしん技術ぎじゅつが発展はってんしてきた。,信じる,しんじる,shinjiru,"believe, trust, have faith",あの人ひとが噓うそをつくなんて信しんじられない。,確信（する）,かくしん（する）,kakushin(suru),"believe firmly, be sure",社長しゃちょうは新事業しんじぎょうの成功せいこうを確信かくしんしている。,送信（する）・返信（する）,そうしん（する）・へんしん（する）,信号,しんごう,信任（する）,しんにん（する）,不信・不信感,ふしん・ふしんかん,信念,しんねん
